Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,150200,2
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,181800,3
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,107000,2
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,161800,3
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,106400,2
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,164200,3
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,221000,3
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,162300,3
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,168700,3
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,151000,3
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,106300,2
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,324200,5
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,103300,2
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,183800,3
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,147800,3
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,143800,3
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,215700,4
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,198000,3
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,174200,3
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,209700,4
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,141300,3
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,194500,4
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,304200,5
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,151100,3
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,141700,3
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,217600,4
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,103200,2
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,170700,3
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,227000,3
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,277900,4
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,140700,3
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,92900,2
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,96700,2
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,402400,6
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,101600,2
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,111800,2
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,231800,4
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,267100,5
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,231700,4
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,160400,2
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,90800,2
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,100100,2
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,283900,4
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,101400,2
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,96500,2
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,120300,2
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,154200,3
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,181800,3
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,215900,4
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,172100,3
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,304500,4
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,117300,2
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,104300,2
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,198300,3
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,262200,4
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,101400,2
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,117600,2
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,109800,2
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,304500,5
