Code,Optimal-Steps,Tree-size,Steps,Time
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,13491600
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,11475200
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,3240600
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,30305100
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,48468300
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,68483800
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,717,109178500
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,2837000
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,5372800
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,984400
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,163086500
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,8264300
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,2445400
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,12783900
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,2901600
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,1127300
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,121048700
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,63533900
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,17378900
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,21723400
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,4759100
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,126239200
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,14781500
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,441,60455100
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,3901600
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,23658500
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,1081700
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,268349100
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,298471700
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,285254200
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,17859200
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,824600
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,1261000
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,24939600
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,12233700
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,23858200
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,235182500
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,6771100
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,96108400
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,29940300
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,5645600
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,13313700
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,43932000
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,1325700
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,2067900
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,20287100
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,3681400
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,108880200
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,153070800
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,5424800
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,112682800
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,42028700
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,229,34370800
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,84541600
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,50929300
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,1679200
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,2386800
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,3516100
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,27256300
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,356,46179500
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,8281000
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,2535500
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,138774700
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,38415300
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,55735900
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,17617100
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,,177209900
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,158778200
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,513,88069900
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,29752900
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,1398300
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,3028700
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,19903600
