Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,56,175421100,1113
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,58,254883600,2180
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,49,166584200,964
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,59,236070800,2156
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,49,332287300,2009
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,47,241551900,1862
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,48,827462800,3681
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,48,96218500,918
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,52,632389900,4009
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,43,195276200,1235
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,52,394286600,2433
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,39,174864400,1437
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,47,31238000,252
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,51,432692100,2973
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,42,137652100,1296
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,42,48434300,538
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,59,555907500,3537
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,47,567310900,4137
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,37,210827400,1896
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,36,62555900,620
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,37,21874700,133
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,63,687762500,3460
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,40,62219100,454
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,37,70505600,194
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,43,74426400,404
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,36,63148700,559
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,46,63027900,576
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,42,1224843300,8330
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,40,417257500,3417
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,34,444840100,2623
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,38,215442300,1915
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,52,161799500,1575
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,47,81983300,674
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,33,65562700,606
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,36,26394400,302
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,38,90627900,583
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,50,537935400,3357
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,50,101218700,611
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,59,151236100,1194
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,37,278015600,2243
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,38,34593700,184
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,31,279841700,2104
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,36,113577400,790
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,43,121318100,960
