Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,139,38196300,512
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,12767900,169
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,159,40423700,552
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,24168900,350
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,60590800,691
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,15713000,200
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,144104400,1643
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,11909200,171
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,194,56397100,683
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,15023400,217
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,110211600,1277
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,30113500,406
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,7275600,116
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,58127100,750
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,9051500,138
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,8103200,123
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,88590900,1042
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,87165200,784
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,40129200,539
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,75,16097900,235
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,47,8899100,149
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,403,118850000,1402
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,20959400,291
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,17926100,257
