Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,96,94371100,1491
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,71,127787400,2052
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,69,53733700,846
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,74,99508700,1546
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,79,224693500,3018
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,58,60146100,844
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,74,276261400,3821
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,64,46564200,760
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,86,174832300,2538
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,57,77376100,1246
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,81,161178100,2245
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,67,86789900,1405
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,43,11699700,203
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,73,184836600,2935
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,66,53006200,896
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,43,31370100,562
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,69,191535800,2710
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,74,211636200,2823
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,108,127497200,2075
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,41,31080100,505
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,39,12625500,226
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,63,140912500,1926
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,94,49000500,784
