Code,Optimal-Steps,Tree-size,Steps,Time
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,311551500
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,491620100
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,84117900
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,128859800
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,20566100
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,3863794800
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,5726815200
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,90206900
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,199386600
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,23056700
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,1844400000
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,545459600
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,32849500
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,332976800
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,170722400
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,159869600
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,1356702000
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,4137300100
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,129981600
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,829860000
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,13128200
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,640004900
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,485519000
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,28447100
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,1454759000
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,461059000
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,38405900
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,7870378700
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,2714528600
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,8267479300
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,3567936600
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,978500900
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,528280700
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,535808400
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,170646300
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,362697500
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,4884694000
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,93169400
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,119545300
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,1814969300
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,84,284680800
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,279454300
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,898620500
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,1119601300
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,30453500
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,27542900
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,121370800
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,2912294800
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,393484100
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,141274800
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,1449842700
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,1650581400
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,464113900
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,1047073500
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,1452201900
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,49707100
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,39071100
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,84249700
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,1167049600
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,339418100
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,295449200
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,47757000
