Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,58,160674200,862
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,60,140487800,1016
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,272304000,1366
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,74,182687300,1368
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,73,229116200,978
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,133827500,681
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,109,742732000,2280
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,73206500,622
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,108,518342000,2211
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,52,153663300,709
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,87,325233000,1369
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,49,144415100,994
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,47,30985000,252
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,70,315498600,1588
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,93838100,699
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,42,44316500,461
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,403870100,1768
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,477303200,2223
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,59,184532200,1420
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,36,52430100,436
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,37,21752500,133
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,122,668465700,2519
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,41,64455700,458
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,37,69121100,194
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,42,62196400,317
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,37,55560600,419
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,48,64141600,570
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,154,891240500,3887
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,72,228307300,1443
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,78,316217300,1253
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,50,161443700,1023
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,63,125587400,1069
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,46,71562800,522
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,33,58579200,471
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,36,25752800,302
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,38,84639500,497
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,579595800,2873
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,44,80910600,489
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,232625200,1863
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,56,219358500,1266
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,38,35322300,184
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,80,267700500,1458
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,43,99612800,584
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,47,101598200,657
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,37,36905500,322
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,46,52149600,432
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,31,14921400,128
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,716358900,3495
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,57,163256800,1243
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,36,46907500,258
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,205915700,928
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,57,203710700,1168
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,45,141365800,537
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,41,173178300,803
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,93231400,499
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,30,29711000,128
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,39,68417300,563
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,43,84649800,553
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,66033300,404
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,34,41746700,332
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,32,40707700,380
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,29,10105600,64
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,204,1371002500,5249
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,42,94974800,445
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,61,141042900,1116
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,244478300,1383
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,31,68603900,263
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,72,248171700,1518
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,,153442300,1278
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,75,190400400,1184
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,38,65931500,471
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,40,55992700,303
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,45,132768700,861
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,47,135793800,899
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,36,60809200,448
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,33,35347400,98
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,43,57105400,381
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,29,16787800,42
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,28,7358700,56
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,31,39547600,152
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,27,22398000,110
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,30,8427400,54
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,44,62257500,354
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,29,45354600,388
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,,374779000,1618
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,65,445376200,1355
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,37,104446300,456
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,56,92050600,699
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,163734300,1375
