Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,8188400,28
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,6431100,22
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,3290000,12
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,3852900,23
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,29662300,83
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,27179700,65
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,89863900,182
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,20156000,83
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,120041600,312
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,1151700,5
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,39381100,99
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,37970600,143
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,2859200,11
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,18462300,67
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,29739000,93
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,10232100,56
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,57454700,128
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,41544200,96
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,6209700,27
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,13466800,45
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,447200,3
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,116043800,169
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,22774400,72
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,1715700,3
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,1285100,5
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,16322000,58
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,1582500,7
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,206706900,425
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,36479600,116
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,178340800,435
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,42518400,115
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,27555100,110
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,1768500,9
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,22270800,91
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,4223200,27
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,10052200,61
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,102782200,225
