Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,129088400,260
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,757861600,1972
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,296394600,464
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,88222000,384
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,157,1316208900,2226
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,491344600,780
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,3157555200,3456
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,177605200,462
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,1054713400,1599
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,459364100,714
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,1326622200,1578
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,123447400,286
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,43,122443100,455
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,124937500,250
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,340204800,852
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,77118500,297
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,1061536400,1453
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,1838017900,2816
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,57407600,176
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,49,248414900,685
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,33,132882700,362
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,173937700,202
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,144902900,248
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,165477900,207
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,557821000,772
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,177557400,413
