Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,1541000,26
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,1411300,24
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,2248300,39
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,2161800,28
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,421600,7
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,2315000,22
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,5110400,38
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,3035600,27
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,3796800,32
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,5399900,74
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,4246600,63
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,3066700,48
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,1912100,35
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,1568800,26
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,2895300,43
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,844700,16
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,4005000,59
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,983200,16
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,2049000,32
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,911100,16
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,1176400,22
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,1105000,20
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,1061800,18
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,4565100,68
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,1450300,28
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,1235900,21
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,642100,12
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,3773600,53
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,1195900,17
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,2971100,42
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,531300,9
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,2442300,39
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,1249100,16
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,1623700,23
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,589300,11
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,2323600,40
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,1295300,20
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,3806100,66
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,1731600,30
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,3051000,44
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,906200,16
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,1792600,22
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,1838900,27
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,3200900,52
