Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,4316300,47
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,2937300,32
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,11716300,145
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,3665600,50
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,447400,7
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,4351900,56
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,24803400,233
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,2473200,33
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,3367000,52
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,275600,5
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,2002000,32
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,1414200,18
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,524200,9
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,1716800,20
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,971300,15
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,1299000,20
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,19357100,184
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,16911600,175
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,2959600,42
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,718800,11
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,172500,3
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,2329100,32
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,6044900,78
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,714700,12
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,272400,4
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,1885200,25
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,677200,11
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,37639700,363
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,8415300,79
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,21213600,203
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,2792800,35
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,7009700,92
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,576200,10
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,2438100,29
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,1503700,23
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,4372400,58
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,8714700,101
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,1728000,27
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,1197200,19
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,12976600,141
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,1105200,16
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,2028900,28
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,5844700,69
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,127200,2
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,1704400,22
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,2921400,44
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,843400,14
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,16352700,167
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,27517700,279
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,3441400,49
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,15132300,166
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,7358300,92
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,7625800,92
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,21583300,223
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,8187800,94
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,680600,11
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,16223200,193
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,6456400,91
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,8172800,103
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,3660500,48
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,2702200,36
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,630700,11
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,22568600,224
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,1862700,25
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,6490600,77
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,15220600,182
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,,5320900,61
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,5402700,67
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,,13356000,143
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,4255200,50
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,898200,16
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,1060300,17
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,8801000,111
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,5121700,69
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,5116800,74
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,,147700,2
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,,2640400,40
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,,296000,5
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,,696900,13
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,,2450000,34
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,,990300,16
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,,1938400,33
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,,494400,8
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,4367400,59
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,324,31832100,324
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,,9458500,96
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,,24185000,261
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,2749300,34
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,19118600,199
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,3095300,44
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,,4416500,59
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,,6604500,77
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,,2565200,40
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,,8089700,95
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,,5136500,64
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,,1942500,27
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,,9806500,125
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,,6014700,79
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,,244000,4
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,,1532900,24
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,,2563300,34
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,,641000,11
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,,611100,13
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,,799000,13
