Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,56,179536600,1113
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,58,254069700,2180
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,49,169171500,964
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,59,235069000,2156
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,49,332800500,2009
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,47,238961100,1862
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,46,902679600,4362
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,48,96610500,918
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,46,642570000,4000
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,43,195561100,1235
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,52,392433700,2433
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,39,174038600,1437
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,47,30942300,252
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,51,412600700,2973
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,42,137921600,1296
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,42,48492600,538
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,53,569803300,3763
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,46,587442000,4471
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,37,208625800,1896
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,36,62968400,620
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,37,21831700,133
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,51,803645300,4508
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,40,61654500,454
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,37,67768900,194
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,43,73118700,404
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,36,63077900,559
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,46,64318100,576
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,38,1296869600,9298
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,41,430836400,3831
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,32,476903600,2993
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,38,219491200,2002
