Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,13941600,215
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,15199600,238
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,3209300,51
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,13247400,212
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,23282800,325
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,10280900,144
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,20498100,278
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,8447100,137
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,3364500,50
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,9165600,143
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,12142300,163
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,5744100,89
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,5311300,90
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,5730400,88
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,5418300,90
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,1369600,25
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,10373600,145
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,12439100,176
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,16494800,252
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,10045000,161
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,6527600,112
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,41879400,578
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,2996600,49
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,5330300,90
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,2622800,49
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,3792600,65
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,674000,12
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,11516200,158
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,25178700,336
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,13424400,190
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,637000,11
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,6579300,101
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,1199800,21
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,6333900,99
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,2540100,45
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,16275300,270
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,11215400,161
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,14876600,246
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,5499900,90
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,21832000,303
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,4122200,71
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,1514400,24
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,3989100,58
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,9894200,156
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,8924000,162
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,5986700,104
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,5816400,104
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,8284000,111
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,26602300,400
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,10116400,162
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,8906900,120
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,8663000,133
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,7382500,110
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,12371300,176
