Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,56,184818200,1113
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,58,265723300,2180
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,49,172584800,964
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,59,235433400,2156
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,49,331059900,2009
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,47,238287300,1862
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,46,928109600,4362
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,48,94990400,918
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,46,625784200,4000
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,43,193819900,1235
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,52,388551200,2433
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,39,174630200,1437
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,47,30587400,252
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,51,410805400,2973
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,42,138011000,1296
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,42,47955200,538
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,53,575337100,3763
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,46,587954200,4471
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,37,210069400,1896
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,36,65461000,620
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,37,23868400,133
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,51,822501800,4508
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,40,61138700,454
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,37,70250300,194
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,43,74385600,404
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,36,64392500,559
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,46,63662400,576
