Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,16497000,55
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,28418300,77
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,15358600,38
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,22156300,120
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,86498000,154
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,85793400,144
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,49546600,58
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,29821800,115
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,29742200,45
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,28193200,60
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,60273200,118
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,26970300,65
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,9721300,23
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,22716600,53
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,7826500,30
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,22423100,106
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,60592400,101
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,66549500,92
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,23914500,76
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,40197600,94
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,1771500,8
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,61593000,79
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,49563600,86
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,24466700,22
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,9999800,26
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,40329300,88
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,59343200,149
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,195409800,267
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,75809000,152
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,49458700,72
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,82913800,164
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,92240600,275
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,6769900,23
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,17495800,47
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,8526200,45
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,15164000,94
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,153408100,211
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,40081400,131
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,14376900,41
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,11092000,31
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,5669600,24
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,12436800,44
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,32354300,63
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,66859600,154
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,10029900,38
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,32662700,94
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,13475700,47
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,22259400,56
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,30964600,75
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,15911800,27
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,43857900,61
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,125530200,240
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,9233500,12
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,38017400,55
