Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,8049900,109
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,32270600,386
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,2076400,31
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,179,26046300,333
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,57293900,644
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,7755900,90
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,76198400,773
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,3983400,50
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,65302700,749
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,457500,8
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,687300,11
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,4053200,60
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,1069200,20
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,5265300,72
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,4694000,68
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,5238300,80
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,15599100,173
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,20624700,224
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,237,36389800,456
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,6682300,92
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,3443700,58
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,36883300,393
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,3108300,46
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,203,32068500,388
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,73,10188900,137
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,8729600,125
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,4780800,75
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,27048500,272
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,49246800,541
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,62010900,629
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,33938400,415
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,7731300,98
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,22735400,325
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,4857300,65
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,2181400,33
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,7501200,103
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,32843600,356
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,5335000,81
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,1404900,21
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,30046600,359
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,102,13707600,190
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,13959500,197
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,10427700,138
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,11063500,138
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,1034500,20
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,10312900,154
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,58,5808900,102
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,77482200,819
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,108072000,1131
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,77,10374100,140
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,19245200,210
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,16654100,217
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,11364900,146
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,35520600,416
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,11794200,146
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,3400900,55
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,1041900,17
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,5958400,88
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,104,14228500,189
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,3766500,49
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,3175300,46
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,877900,16
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,99855100,961
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,15514500,199
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,16737000,212
