Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,40181200,183
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,48596000,252
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,7776900,46
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,12212700,92
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,197426100,680
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,81558900,269
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,452123900,1132
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,41498700,227
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,391865100,1245
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,56042400,208
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,236572200,694
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,53508400,229
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,48,21193800,139
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,25463200,129
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,77573200,453
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,18136800,116
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,54152000,146
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,258780500,970
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,13752700,84
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,36204400,204
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,45,20740600,108
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,292413500,796
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,65,41524300,184
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,78,98289900,213
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,72172600,272
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,20517800,100
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,24667600,131
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,533427000,1632
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,225334500,1040
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,327282800,1195
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,107979600,474
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,74815100,413
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,3472100,21
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,93,47368900,263
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,17282000,141
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,92285100,364
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,425499300,1536
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,14986600,91
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,234,142475900,780
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,160,133314200,513
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,89841400,392
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,81851300,284
