Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,2461000,16
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,17287800,54
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,10696600,24
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,6895500,38
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,18410500,33
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,20686000,38
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,32454300,38
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,12177100,38
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,10626300,18
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,4019800,10
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,34461600,67
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,12832800,26
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,8108000,19
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,11648800,25
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,6298600,22
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,7245100,32
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,28846400,48
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,44663100,63
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,9948600,32
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,28940100,68
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,1321800,5
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,38041100,48
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,20777500,40
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,7769300,8
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,9077800,24
