Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,25179700,370
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,100880600,1531
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,37464200,555
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,58,106945800,1659
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,247261300,3430
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,84,149802900,2092
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,187,389191200,5371
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,49,71605600,1117
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,373048900,5095
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,41,61602600,958
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,123,230577800,3080
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,92078800,1420
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,34,33416100,578
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,37559200,554
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,20805400,355
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,40,43615600,749
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,107,226004700,2987
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,143,305137800,4290
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,103315400,1568
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,17975400,298
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,32,22713700,393
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,115653200,1296
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,39,67709700,1059
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,63,111871000,1643
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,35,48214000,732
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,36,56306200,891
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,39,40080700,674
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,248,504521100,6736
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,143242800,1936
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,185,378241600,5224
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,73,133718500,1907
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,101745800,1549
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,45,62044000,1010
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,32,51059600,814
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,32,20779300,366
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,21831400,360
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,79,177961000,2493
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,107411200,1697
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,60,109341300,1663
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,159612200,2211
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,29,39003500,625
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,92,160202200,2321
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,48,75504700,1131
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,51,77997300,1246
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,33,34388200,602
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,36,39056700,665
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,29,15909600,280
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,592713600,8162
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,536901000,7286
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,30,48579600,726
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,48,104380200,1454
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,44,95862400,1487
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,146438800,2165
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,82,152612100,2241
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,61,106676300,1517
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,91,145266700,2058
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,58,98634700,1502
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,42,68127500,1055
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,33,53651600,821
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,30,42911400,675
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,30,31243200,540
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,28,8964600,169
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,917337600,11755
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,79152300,1218
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,87,160441200,2450
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,81,149355300,2200
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,73,149845300,2135
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,81,152173100,2167
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,86,171328100,2437
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,68,121311900,1896
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,27142300,438
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,58029200,920
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,91309900,1394
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,36598400,602
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,31,47916200,796
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,27,35096700,573
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,40,64974200,1013
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,27,41515500,657
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,27,23806400,394
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,31,36831600,602
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,27,25713100,419
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,27,6413000,121
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,176,448807200,5866
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,151334300,2423
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,40,91860000,1286
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,72,143643600,2005
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,51,110891200,1537
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,14056600,216
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,162497300,2315
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,16977700,288
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,,19958700,289
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,32,72513500,936
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,30,44313200,702
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,51,97099200,1413
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,28,48062000,736
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,48,78612300,1210
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,29,46603500,740
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,38,64329000,997
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,28,37825900,571
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,35,57222400,893
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,29,45719100,715
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,31,40496300,636
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,29,28509500,503
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,28,40411700,661
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,26,30927700,539
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,26,22439500,383
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,26,15690400,303
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,26,16347400,297
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,,419757100,5503
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,49,112492000,1560
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,86,210349200,2571
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,215,577164200,7314
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,,312882300,4341
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,33,42090700,706
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,135,295375300,4121
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,,158591500,2430
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,,100298400,1506
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,,266445500,3773
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,32,57038900,877
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,41,84984800,1299
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,58,83397100,1380
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,46,91593100,1290
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,25,32710700,489
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,43,78584600,1191
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,,39450100,624
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,28,48289800,775
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,96,200602300,2504
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,,56177600,851
HBBBCCHoIDDKHoIAAKEEEJoKoooJFFoGGooo,25,2508,29,31819100,538
BBBCCLooJDDLooJAALIEEKFFIooKGGIoHHoo,25,2285,27,21782800,377
oHBBBKoHoooKAAIoJLCCIoJLGoIDDDGEEFFF,25,2076,25,20868000,350
HIBBCCHIooKLAAooKLDDEEKMooJFFMGGJooo,25,1890,,40850500,672
HBBCCMHDDoLMHAAKLMEEJKLooIJFFFoIGGGo,25,1763,43,77993900,1169
oHBBKLFHoIKLFAAIKMGCCJoMGooJooGDDEEo,25,1630,34,55483000,902
HJBBBoHJCCCMIJAALMIDDKLMoooKEEFFGGoo,25,1476,29,48335600,780
BBBJCCooIJoKAAIJoKHDDEELHFFooLGGoooo,25,1326,27,44697500,740
oBBBoooCCCoIAAGHoIooGHDDEEEHoJFFFooJ,25,1180,29,42121100,654
FHBBCCFHIJKLAAIJKLGooJDDGooooMGEEEoM,25,1005,,37911700,621
GIoBBoGIooKLHIAAKLHCCoKMHoJDDMEEJFFM,25,890,27,27494500,461
IBBBCCIJDDDMIJAALMoJEELMoooKFFGGoKHH,25,731,25,31787800,519
oooooLGoIBBLGoIAAMHoJCCMHoJKDDoEEKFF,25,616,25,22518400,394
HBBBCCHJoooMHJAAoMIJDDoMIoKLEEFFKLGG,25,463,25,14708300,260
HBBBCCHoIDDKHoIAAKEEEJoKoFFJGGoooooo,25,340,25,15766500,287
HoJBBBHoJKLMIAAKLMICCDDNEEoooNFFFGGN,25,169,25,8564600,148
BBICCoGoIDDDGAAJoLoHoJKLoHEEKLoooFFF,24,47240,,439958700,5572
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGGoKo,24,25113,96,260260600,3506
ooIBBoooIJCCoAAJoooHoJDDoHEEKLFFGGKL,24,19248,43,86007100,1200
GHBBCCGHoooLGHAAKLoDDJKLooIJEEFFIooo,24,16056,,118778000,1811
EoooooEooHIJEAAHIJBBGHIooFGCCooFDDDo,24,13487,25,62807800,914
BBCCCLHooooLHAAoKMDDJoKMoIJoEEoIFFGG,24,12179,47,89734100,1310
GBBoJKGoooJKAAIoJKoHICCCoHDDEEFFoooo,24,10924,34,65008100,980
HBBJKoHoIJKoAAIooLCCDDoLEEEFFLooooGG,24,9799,139,279707300,3875
GooJBBGCCJKLAAIoKLDDIoKMoHEEEMoHFFFo,24,8990,44,100261200,1373
oFGoBBoFGooJAAGoIJECCCIJEDDHoooooHoo,24,8243,,68132300,1014
BBBIoooooICCoAAJKLDDHJKLGoHEEMGFFFoM,24,7598,26,44286800,665
BBHIoLEoHIKLEAAJKLFCCJooFGDDooFGoooo,24,7066,81,153654100,2332
oBBoJooCCCJKAAHIJKooHIDDEEEooLFFGGoL,24,6593,95,233213500,2741
GBBCCoGooDDDAAoIJoEEEIJoooHoJKooHFFK,24,6120,,406209900,5414
GHBBBKGHCCJKGAAoJKDDIoJoooIEEEFFoooo,24,5682,,336468600,4423
HIoBBLHICCKLHAAoKLDDJoKoooJEEEFFGGoo,24,5290,105,260635800,3710
oBBCCoDDEELooAAoLMoIFFLMoIJKGGHHJKoo,24,4906,,106443900,1476
BBCCoooooJDDAAoJKLHEEEKLHoIFFLHoIGGG,24,4588,36,66196900,987
BBBooJoooooJAAHIoJGoHICCGDDEEoGFFFoo,24,4200,47,85931100,1384
GoBBBoGoooJoGoAAJoCCHIJoooHIDDEEFFoo,24,3922,,84657500,1330
HBBJKoHoIJKLAAIooLCCCDDLEEoooooFFFGG,24,3677,27,54484900,841
oHBBooGHoooMGIAALMoICCLMoIJKDDEEJKFF,24,3456,,27813900,431
oooooKFoHBBKFoHAALGoICCLGoIJDDoEEJoo,24,3282,49,63191400,1054
GHooooGHBBKoGAAJKoCCIJKoooIDDooEEFFo,24,3109,63,120443300,1829
FBBHCCFooHJoAAoIJKDDDIJKooGEEoooGooo,24,2911,,30844400,503
BBBoKLoICCKLoIJAAMDDJooMHEEooMHFFFGG,24,2742,24,21195500,320
HBBJKoHoIJKLAAIooLCCCDDLEEEooooFFFGG,24,2564,48,85211200,1311
BBBoJoCCCoJoHAAoJKHoIDDKEEIFFLGGGooL,24,2400,65,112784600,1678
ooIBBLHoICCLHAAJoLoooJDDEEEKooFFoKGG,24,2214,25,30439800,511
oEBBIKoEoGIKoAAGJLoCCHJLooFHJoooFDDD,24,2034,28,46368200,731
oGBBBJoGHooJAAHoooFoHCCCFDDIoKEEoIoK,24,1894,27,37588300,600
BBHoooGoHCCCGAAIJoDDoIJKEEFFFKoooooo,24,1788,25,30281600,482
BBBHIKoCCHIKAAGooLFoGDDLFoGoJLEEEoJo,24,1659,26,45138300,679
GoooooGBBIKoAAHIKoCCHJDDEEEJoLoFFFoL,24,1536,24,30147800,475
BBBCCKDDIooKAAIooLooooJLHEEoJLHFFFGG,24,1432,,18274900,286
BBBCCLDDDJKLAAoJKMIEEFFMIooGGGIooHHH,24,1300,27,43782400,720
HoIJBBHoIJKLHoAAKLCCCDDLEEEoooFFGGoo,24,1148,35,53561000,862
HIBBCCHIKDDDAAKoLooJEELMoJFFFMGGGooM,24,1024,30,38502100,620
GBBCCoGoHIDDAAHIJooEEIJooFFFJooooooo,24,931,27,35222100,605
IBBBCCIooooLIAAoKLDDEEKLoJFFGGoJoHHH,24,844,24,32615700,541
IBBBCCIooLDDIAALooJKoLEEJKFFoMGGHHoM,24,739,27,21988900,373
FooIBBFoHIJKAAHoJKGCCCoLGooooLDDEEEL,24,671,24,28722600,499
IoBBCCIoDDEEAAKooMFFKoLMJGGGLNJHHooN,24,591,25,33383400,526
BBCCoooooIDDAAoIJoGEEEJoGoHoJoGoHFFF,24,501,25,23043200,407
EBBBJLEoGHJLAAGHKMFCCIKMFooIooFoDDDo,24,419,24,15618200,279
FBBJooFGHJoKFGHAAKCCIDDKooIEEEoooooo,24,317,25,16962300,314
BBCCCLDDEEKLGoAAKMGoIJKMHoIJoMHoIJFF,24,187,24,6854800,133
FoHBBBFoHICCFAAIJooGooJKoGDDJKEEoooo,23,67733,,1718858300,19885
oBBBoooooJCCAAIJoooHIDDLoHEEKLFFGGKL,23,31862,25,51129300,767
ooHBBBCCHIJKGAAIJKGooooKDDEEooooooFF,23,25568,70,181766900,2386
BBGoIoEFGoIJEFAAIJEooHoooooHCCDDDHoo,23,21312,28,67080400,940
GBBCCKGooIoKAAHIooooHIDDEEEoJooFFFJo,23,18329,67,145981900,1914
BBHoooFGHCCCFGAAJLDDoIJLoooIKLoEEoKo,23,15950,35,69737800,979
BBIJooGHIJCCGHAAKMDDooKMEEooLoFFFoLo,23,14151,76,173316600,2302
ooHBBBooHIoKAAHIoKoGoIJLFGCCJLFDDEEo,23,12780,,53646700,767
FBBBIJFCCCIJAAGHoKDDGHoKoooHEEoooooo,23,11569,34,68292600,990
BBBIoKooGIoKAAGooLooHCCLEFHoJLEFDDJo,23,10669,26,50213100,733
BBHoJoFGHoJoFGAAJoooIoCCooIDDKEEEooK,23,9875,,272509600,3693
BBBoJKCCooJKFHAAJLFHIooLGHIDDoGEEEoo,23,9256,,320460600,4492
