Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,137624800,278
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,55178100,148
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,254125900,411
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,29823700,156
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,341309600,571
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,127306100,219
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,1006433200,1289
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,60702800,231
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,300889600,509
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,602865100,906
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,728599300,973
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,74789200,195
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,137119100,371
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,1182376200,2017
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,251063900,586
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,38292100,193
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,523608800,779
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,339134300,503
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,159348600,453
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,129629100,310
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,45524600,123
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,923744700,988
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,102211600,171
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,110335500,128
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,442416300,640
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,75444500,167
