Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,784800,6
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,8186600,22
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,6899300,14
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,1705400,11
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,2497600,6
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,10359100,19
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,14726000,18
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,5852700,16
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,2607100,6
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,2784100,7
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,9035900,18
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,5749200,12
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,4432200,12
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,5727000,11
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,9987900,17
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,3039600,13
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,11091700,20
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,19157000,27
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,1952400,7
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,12924400,30
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,1206900,5
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,5802700,10
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,8693900,17
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,3886600,5
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,5179100,15
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,11096300,23
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,2671500,8
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,3626500,9
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,5259500,13
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,7641200,12
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,10210000,23
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,7380700,19
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,2560700,9
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,4331700,12
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,664000,3
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,1973500,14
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,8948800,14
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,8959500,24
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,2341300,6
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,825900,3
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,1002500,6
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,2756400,10
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,5965600,10
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,11414100,28
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,648100,3
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,757300,3
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,1938900,8
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,2174700,6
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,2191300,5
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,5101300,11
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,8707500,11
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,4017400,10
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,2209400,3
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,2328100,4
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,6857700,11
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,4331200,17
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,1540800,12
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,3130300,10
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,5427200,11
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,2100300,8
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,3498600,12
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,3413600,14
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,3206000,9
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,2443200,6
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,638200,4
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,1208900,6
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,,4670700,10
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,6167200,16
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,,4090800,13
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,2990100,10
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,4355300,15
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,3656800,8
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,3719800,8
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,7569700,16
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,2158500,10
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,,1706900,3
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,,3041900,9
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,,3942700,8
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,,436700,3
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,,4083000,3
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,,4010000,10
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,,897900,4
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,,2426000,6
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,2774100,11
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,,12720500,17
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,,14414300,16
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,,7211700,16
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,1915300,6
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,1073500,5
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,561600,4
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,,7899100,16
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,,4597100,15
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,,2601900,6
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,,6429900,11
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,,3277800,8
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,,8997200,14
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,,1068900,5
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,,5027000,9
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,,14700300,29
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,,4011400,7
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,,2777200,9
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,,1435500,4
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,,493900,5
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,,1109500,5
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,,1309800,8
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,,1251600,4
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,,1201700,5
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,,1769500,9
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,,12022600,19
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,,6598600,18
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,,3777200,6
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,,2752300,10
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,,4976000,12
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,,368500,3
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,,4462900,8
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,,1013400,4
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,,1013900,4
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,,2345300,9
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,,4747000,10
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,,2643100,11
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,,645200,3
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,,1669000,4
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,,4982400,13
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,,4665800,12
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,,1469600,8
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,,2563900,7
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,,1553200,6
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,,2288200,9
HBBBCCHoIDDKHoIAAKEEEJoKoooJFFoGGooo,25,2508,,764900,4
BBBCCLooJDDLooJAALIEEKFFIooKGGIoHHoo,25,2285,,1469500,7
oHBBBKoHoooKAAIoJLCCIoJLGoIDDDGEEFFF,25,2076,,1868800,7
HIBBCCHIooKLAAooKLDDEEKMooJFFMGGJooo,25,1890,,3727000,19
HBBCCMHDDoLMHAAKLMEEJKLooIJFFFoIGGGo,25,1763,,9789800,14
oHBBKLFHoIKLFAAIKMGCCJoMGooJooGDDEEo,25,1630,,3549800,11
HJBBBoHJCCCMIJAALMIDDKLMoooKEEFFGGoo,25,1476,,3343700,6
BBBJCCooIJoKAAIJoKHDDEELHFFooLGGoooo,25,1326,,9963300,19
oBBBoooCCCoIAAGHoIooGHDDEEEHoJFFFooJ,25,1180,,8412100,12
FHBBCCFHIJKLAAIJKLGooJDDGooooMGEEEoM,25,1005,,4588900,10
GIoBBoGIooKLHIAAKLHCCoKMHoJDDMEEJFFM,25,890,,3491300,12
IBBBCCIJDDDMIJAALMoJEELMoooKFFGGoKHH,25,731,,15320100,23
oooooLGoIBBLGoIAAMHoJCCMHoJKDDoEEKFF,25,616,,914800,6
HBBBCCHJoooMHJAAoMIJDDoMIoKLEEFFKLGG,25,463,,1121800,4
HBBBCCHoIDDKHoIAAKEEEJoKoFFJGGoooooo,25,340,,539500,4
HoJBBBHoJKLMIAAKLMICCDDNEEoooNFFFGGN,25,169,,6095700,13
BBICCoGoIDDDGAAJoLoHoJKLoHEEKLoooFFF,24,47240,,3836000,7
HBBCCLHoJDDLAAJooLoIEEKooIFFKoGGGoKo,24,25113,,3616900,8
ooIBBoooIJCCoAAJoooHoJDDoHEEKLFFGGKL,24,19248,,5947500,11
GHBBCCGHoooLGHAAKLoDDJKLooIJEEFFIooo,24,16056,,4316600,9
EoooooEooHIJEAAHIJBBGHIooFGCCooFDDDo,24,13487,,10267400,18
BBCCCLHooooLHAAoKMDDJoKMoIJoEEoIFFGG,24,12179,,1656300,8
GBBoJKGoooJKAAIoJKoHICCCoHDDEEFFoooo,24,10924,,7520600,13
HBBJKoHoIJKoAAIooLCCDDoLEEEFFLooooGG,24,9799,,4280200,10
GooJBBGCCJKLAAIoKLDDIoKMoHEEEMoHFFFo,24,8990,,21399900,23
oFGoBBoFGooJAAGoIJECCCIJEDDHoooooHoo,24,8243,,7006700,13
BBBIoooooICCoAAJKLDDHJKLGoHEEMGFFFoM,24,7598,,16004200,23
BBHIoLEoHIKLEAAJKLFCCJooFGDDooFGoooo,24,7066,,1374700,5
oBBoJooCCCJKAAHIJKooHIDDEEEooLFFGGoL,24,6593,,13170700,13
GBBCCoGooDDDAAoIJoEEEIJoooHoJKooHFFK,24,6120,,4280400,9
GHBBBKGHCCJKGAAoJKDDIoJoooIEEEFFoooo,24,5682,,2171100,8
HIoBBLHICCKLHAAoKLDDJoKoooJEEEFFGGoo,24,5290,,1715100,7
oBBCCoDDEELooAAoLMoIFFLMoIJKGGHHJKoo,24,4906,,5345400,11
BBCCoooooJDDAAoJKLHEEEKLHoIFFLHoIGGG,24,4588,,6979100,5
BBBooJoooooJAAHIoJGoHICCGDDEEoGFFFoo,24,4200,,5518800,12
GoBBBoGoooJoGoAAJoCCHIJoooHIDDEEFFoo,24,3922,,1139600,5
HBBJKoHoIJKLAAIooLCCCDDLEEoooooFFFGG,24,3677,,4504500,8
oHBBooGHoooMGIAALMoICCLMoIJKDDEEJKFF,24,3456,,4810400,9
oooooKFoHBBKFoHAALGoICCLGoIJDDoEEJoo,24,3282,,908900,6
GHooooGHBBKoGAAJKoCCIJKoooIDDooEEFFo,24,3109,,1508200,6
FBBHCCFooHJoAAoIJKDDDIJKooGEEoooGooo,24,2911,,6829800,15
BBBoKLoICCKLoIJAAMDDJooMHEEooMHFFFGG,24,2742,,1002600,6
HBBJKoHoIJKLAAIooLCCCDDLEEEooooFFFGG,24,2564,,4147100,8
BBBoJoCCCoJoHAAoJKHoIDDKEEIFFLGGGooL,24,2400,,7306200,14
ooIBBLHoICCLHAAJoLoooJDDEEEKooFFoKGG,24,2214,,5821000,14
oEBBIKoEoGIKoAAGJLoCCHJLooFHJoooFDDD,24,2034,,3954600,16
oGBBBJoGHooJAAHoooFoHCCCFDDIoKEEoIoK,24,1894,,888200,3
BBHoooGoHCCCGAAIJoDDoIJKEEFFFKoooooo,24,1788,,855200,3
BBBHIKoCCHIKAAGooLFoGDDLFoGoJLEEEoJo,24,1659,,2103700,6
GoooooGBBIKoAAHIKoCCHJDDEEEJoLoFFFoL,24,1536,,6310100,14
BBBCCKDDIooKAAIooLooooJLHEEoJLHFFFGG,24,1432,,2710500,7
BBBCCLDDDJKLAAoJKMIEEFFMIooGGGIooHHH,24,1300,,8625700,13
HoIJBBHoIJKLHoAAKLCCCDDLEEEoooFFGGoo,24,1148,,2150700,7
HIBBCCHIKDDDAAKoLooJEELMoJFFFMGGGooM,24,1024,,1831100,3
