Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,807404400,1232
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,908782500,2250
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,374038200,563
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,741588600,1915
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,73,1094823100,1891
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,77,1158323100,1919
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,241,6058916800,6117
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,47,346475400,979
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,979190200,1484
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,79,1178642900,1756
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,2126379600,2292
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,426873600,957
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,37,167882700,574
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,130,1984380300,3376
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,433073900,1069
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,35,155874600,622
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,2936481200,3547
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,2269240000,3525
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,629241600,1598
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,42,290028600,808
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,32,140508000,394
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,1110051600,1239
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,43,430937200,895
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,35,716255700,863
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,516916800,712
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,136637900,318
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,197481100,595
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,3932533400,5352
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,542570200,1033
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,93,1677593500,2574
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,819978200,1617
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,395883900,1436
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,38,342546200,856
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,41,322138500,865
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,32,91417500,363
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,39,582537800,1047
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,252,3961002600,5971
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,38,422985100,984
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,957725500,2535
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,1499622400,2279
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,29,263397900,555
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,514590800,690
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,51,625448600,1170
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,57,512751900,1260
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,32,196673000,577
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,39,229543300,659
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,29,74898000,280
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,4481953900,7079
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,89,967173700,2410
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,31,433634100,862
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,96,1899483300,2319
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,67,1032129000,1718
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,801557800,878
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,534115100,861
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,498527400,648
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,28,387393700,604
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,45,386571700,1067
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,43,466449800,1087
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,293323100,503
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,36,300797200,699
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,28,149818000,522
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,28,63014900,169
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,6387045100,7985
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,973296800,1287
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,93,827741300,2382
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,1681106300,3158
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,31,667107500,906
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,1083461700,2165
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,,590765800,1806
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,83,960418400,1955
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,44,422639700,911
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,35,385290600,814
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,71,800853300,1815
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,327788500,764
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,157919600,390
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,27,344156200,526
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,36,335329800,838
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,27,389257100,536
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,27,113838000,363
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,29,487365300,575
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,27,179585000,417
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,27,38278300,121
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,,385479400,990
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,263263700,937
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,,2872610900,3830
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,,3431282300,3013
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,84,1092491100,2101
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,27,223931500,740
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,918725000,2946
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,31,246586000,727
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,30,458286200,853
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,,392446600,1214
