Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,58,1112252900,1800
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,1087187200,2562
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,375106700,563
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,56,780415700,2107
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,56,1413683900,2411
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,60,1371251100,2383
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,112,5468228200,5702
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,37,446010100,1274
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,117,3680487200,4761
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,53,1254645100,1881
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,2105462800,2254
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,38,582139100,1597
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,34,178236400,607
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,90,2134504000,3674
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,43,667516800,1794
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,34,188690900,774
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,3118992100,3767
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,2738186600,4046
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,851233100,1882
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,34,365539900,1027
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,32,151514500,427
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,1242792800,1439
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,36,499508000,1154
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,33,1116194800,1261
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,38,736832100,1191
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,32,429353300,1082
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,34,231195000,780
