Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,134677200,632
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,84,75108200,450
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,64158200,304
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,98435900,550
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,325357000,1400
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,102741300,465
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,349,816776300,2177
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,51214000,307
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,236,434840700,1467
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,86385200,337
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,157,291425200,956
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,59465400,313
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,33092900,221
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,26595000,149
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,64169300,369
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,44,26480500,183
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,369432000,1296
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,386512900,1518
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,76163900,457
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,36,26491400,139
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,37,20314900,113
