Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,55,165825100,1017
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,61,218611600,1784
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,48,163377100,915
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,216953100,1929
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,59,290956700,1344
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,47,187641800,1100
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,87,875192100,3052
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,48,95849000,882
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,79,578002200,2755
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,48,177236100,895
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,70,430859300,1877
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,47,161458900,1280
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,47,31058100,252
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,62,364735000,2258
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,48,134744300,1170
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,42,49021800,538
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,448172900,2432
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,64,460407600,2491
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,47,194421300,1633
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,36,61386600,620
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,37,21256400,133
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,71,692091100,2740
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,40,63825900,454
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,37,70717900,194
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,42,71741700,393
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,36,61123100,530
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,46,61514700,576
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,100,967103800,4908
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,40,369091300,2670
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,69,430882300,2185
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,174673200,1237
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,52,147153400,1422
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,47,79172500,674
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,33,65866900,562
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,36,26400800,302
