Code,Optimal-Steps,Tree-size,Steps,Time
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,613804000
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,1269507300
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,2290169400
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,1814819400
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,281524400
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,102749800
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,3650074600
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,605721900
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,810048900
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,41257700
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,11034428000
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,580036700
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,37164900
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,664152800
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,1042018300
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,107903400
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,3536551800
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,3738261000
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,3430203900
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,2000862800
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,203571200
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,347855200
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,1054966500
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,14463100
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,172958000
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,1189760000
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,40786300
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,1728210800
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,7352110900
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,4002943600
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,429267800
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,24922400
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,42373800
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,1505238600
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,545369700
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,1197862000
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,4924769000
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,237062300
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,165696800
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,800672700
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,137062800
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,638089100
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,1785229700
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,12502900
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,71980600
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,1305625200
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,199379600
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,6701145700
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,90962900
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,149259700
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,2633191600
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,3072435700
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,3561982400
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,6831739400
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,2723601300
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,78928400
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,93330100
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,320332200
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,2267384400
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,1300713600
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,458869900
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,8995000
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,10025847300
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,899431500
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,2525740800
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,562286000
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,,3040806400
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,2376990000
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,,3275564600
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,3076027900
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,97722600
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,117182300
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,2678770300
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,1617547900
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,584040500
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,,69922400
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,,58420600
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,,175898300
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,,102542500
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,,60485900
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,,196048300
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,,34013400
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,277,1977002100
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,1152968500
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,,7854714300
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,,9643704400
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,,13232846300
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,354733000
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,8003764200
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,1063848100
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,,1129526200
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,,215008900
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,,1516115200
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,,3212682600
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,,2100305200
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,,331814300
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,,107004300
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,,1335484900
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,,16553700
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,,143577900
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,,333344400
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,,89851000
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,,203897000
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,,849975600
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,,922749900
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,,95910600
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,,136676800
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,,111327600
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,,2236326100
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,,5998558000
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,,7685103400
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,,9063546600
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,,2116587700
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,,240027200
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,,277235600
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,,8414092400
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,,8179681000
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,,4719230900
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,,3569436600
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,898,4948070800
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,,121460900
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,,4275928100
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,,212051300
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,,211233500
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,,306779900
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,,453985800
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,,3014355000
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,,1649801800
HBBBCCHoIDDKHoIAAKEEEJoKoooJFFoGGooo,25,2508,,123671100
BBBCCLooJDDLooJAALIEEKFFIooKGGIoHHoo,25,2285,,117479800
oHBBBKoHoooKAAIoJLCCIoJLGoIDDDGEEFFF,25,2076,,13352900
HIBBCCHIooKLAAooKLDDEEKMooJFFMGGJooo,25,1890,,256833200
HBBCCMHDDoLMHAAKLMEEJKLooIJFFFoIGGGo,25,1763,,1241869600
oHBBKLFHoIKLFAAIKMGCCJoMGooJooGDDEEo,25,1630,,697498400
HJBBBoHJCCCMIJAALMIDDKLMoooKEEFFGGoo,25,1476,,1959730400
