Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,54,121441000,1859
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,47,121269400,1835
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,49,128481100,1921
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,52,147057700,2254
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,260376100,3603
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,46,156134300,2063
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,150,552221100,7154
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,42,90916500,1411
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,92,296302100,4169
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,41,101224700,1557
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,140,513195100,6502
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,40,106582900,1645
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,34,35152500,607
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,89,257175600,3732
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,46,109611200,1751
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,37,47592000,801
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,91,333626200,4264
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,306811300,3908
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,47,139896500,2054
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,34,64984600,1008
