Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,51,269157700,2996
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,43,272434000,3987
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,41,187150700,2468
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,39,190405200,2899
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,42,375984800,4863
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,37,292554500,3637
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,38,748731800,9633
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,36,105913700,1636
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,42,484166800,6307
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,35,184348300,2428
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,39,646704800,7995
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,34,151278200,2320
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,34,34924000,608
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,36,402586700,5398
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,33,160459100,2244
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,33,46851000,806
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,37,657635100,8028
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,35,459710500,6103
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,32,214911300,2998
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,32,81277100,1259
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,32,24930900,438
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,36,672891800,8411
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,31,171597300,2422
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,31,299155700,3931
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,31,125841800,1825
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,31,116334500,1810
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,31,55074500,953
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,33,668801100,8305
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,32,502976800,6358
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,30,460668500,6241
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,31,213749100,2884
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,34,126761200,1967
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,30,74134200,1201
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,30,80897400,1285
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,30,43759800,443
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,29,180298300,2675
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,29,587631500,7616
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,32,386854300,5366
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,29,344609900,4647
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,30,283141700,3724
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,29,163120900,2211
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,29,146169100,2129
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,29,133000600,2053
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,29,84541900,1369
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,29,34187200,612
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,29,39490500,682
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,29,14445100,280
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,37,798915400,10039
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,42,692936100,9288
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,28,157219300,1937
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,28,396111600,5048
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,28,189864600,2853
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,28,231664100,3041
