Code,Optimal-Steps,Tree-size,Steps,Time
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,311884300
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,229084200
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,71323600
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,1171218900
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,1770411500
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,1823429900
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,3373891000
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,61185400
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,2463424300
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,41842300
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,59424200
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,464279800
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,13547700
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,371309600
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,479277400
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,23576900
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,5774052900
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,5614842300
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,226995000
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,463050700
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,100358500
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,529724700
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,711899600
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,9762500
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,86877700
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,331075300
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,20611800
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,3327691900
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,3338592500
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,9205420000
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,68205200
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,12744500
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,21523300
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,898862200
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,276993400
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,601839000
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,4322214300
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,270612900
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,125338500
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,152347200
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,,161845000
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,1016725400
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,812505900
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,5743600
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,,36927300
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,251708900
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,,99656600
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,2582144100
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,141458100
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,96012000
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,1666264400
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,785696100
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,561789200
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,1315746000
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,1013726800
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,108214600
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,47279500
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,99177000
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,595265200
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,652434300
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,230817700
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,4421400
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,6585214000
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,473428900
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,2442873300
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,5220751800
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,,3249325800
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,2220554800
