Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,96,96895500,1491
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,71,128646600,2052
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,69,53500000,846
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,74,97986600,1546
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,53,221421500,3321
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,58,58881400,844
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,74,334931600,4747
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,64,46966800,760
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,86,194314400,2538
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,57,77022900,1246
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,64,282236800,4098
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,67,84290000,1405
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,43,11966200,203
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,76,196166600,3126
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,66,52754900,896
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,43,31307600,562
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,56,220410300,3278
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,76,215563000,3293
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,108,129902800,2075
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,41,30424800,505
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,39,12614600,226
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,61,143542900,2043
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,94,49844000,784
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,63,72063300,1047
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,50,25681500,386
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,42,30506900,516
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,54,31300200,536
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,62,255174900,3326
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,53,236458100,3519
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,51,313520900,4705
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,54,94700000,1518
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,56,82364800,1288
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,56,49603700,858
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,40,21175400,341
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,40,14183100,265
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,65,49525800,762
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,80,167010600,2374
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,68,104420300,1655
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,73,121912700,1834
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,46,117716100,1848
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,40,13018900,215
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,50,36468100,572
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,53,58927500,929
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,54,48208000,762
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,43,19546200,361
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,47,25445300,414
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,31,8453200,160
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,107,492801700,7316
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,53,477779700,7009
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,47,18842900,277
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,35,55760300,801
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,58,64441800,993
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,47,102667000,1570
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,42,131997400,2062
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,51,55500200,848
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,48,89238600,1342
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,50,31297000,468
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,48,67096300,1120
