Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,96,94773700,1491
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,71,127514500,2052
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,69,52928700,846
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,74,97538000,1546
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,53,218113900,3321
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,58,59233900,844
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,74,352572600,4747
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,64,46653500,760
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,86,173083900,2538
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,57,75504900,1246
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,64,281282000,4098
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,67,85541400,1405
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,43,12017300,203
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,76,196411300,3126
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,66,53910000,896
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,43,31538900,562
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,56,220740000,3278
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,76,217323800,3293
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,108,128473500,2075
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,41,30314700,505
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,39,12696200,226
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,61,166026500,2043
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,94,48760600,784
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,63,69431800,1047
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,50,25294600,386
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,42,29679800,516
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,54,30376100,536
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,62,236570600,3326
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,53,231693600,3519
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,51,312732100,4705
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,54,93255300,1518
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,56,80099800,1288
