Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,51,1392765100,2665
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,43,1506154800,3697
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,41,1737716500,2465
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,39,1031194100,2800
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,51,2896222400,4671
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,37,1776862400,3232
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,49,7824931700,8170
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,36,567836000,1636
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,60,4826428900,6134
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,37,1575289000,2427
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,45,4641302400,5108
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,34,877933700,2320
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,34,176627000,608
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,44,2510637000,4964
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,33,741734800,2144
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,33,187344900,806
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,2951814900,3732
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,2784916000,4195
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,35,1018446200,2890
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,32,436966900,1259
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,32,161316900,438
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,56,6554502100,7145
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,31,704509400,1887
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,31,2540858900,2754
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,32,974119000,1648
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,31,627489800,1589
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,31,324324100,953
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,6557488600,8744
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,30,1817506400,3847
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,31,2797995700,4623
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,912869000,1932
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,30,590550000,1961
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,30,464975300,1201
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,30,477828400,1285
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,30,104063800,443
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,29,1359830300,2455
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,3936161500,5787
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,31,2010938300,3448
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,1219872100,3240
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,38,2193335600,3461
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,29,838592500,1836
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,29,1277719600,1816
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,29,745894300,1830
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,35,528558000,1366
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,29,216231700,612
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,29,228329500,682
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,29,71352700,280
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,67,5489053700,9947
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,29,1700152900,4031
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,28,777668700,1806
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,30,3367078900,4119
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,28,1504373600,2696
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,28,2166923400,2532
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,29,1661973900,3166
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,28,1678894900,2493
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,28,1272560300,1754
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,28,847691900,2009
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,28,597405200,1375
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,28,629372400,1126
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,28,417030200,1014
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,28,179945200,646
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,28,59124700,169
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,102,10995153100,13478
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,27,1362282600,2360
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,35,950549100,2691
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,1672035800,3148
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,27,2538760300,3080
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,36,1956184500,4062
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,27,1076914500,3239
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,29,1232370700,2635
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,27,588851300,1146
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,27,813422700,1670
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,27,1038754300,2688
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,27,1020945800,2335
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,27,677427300,1683
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,27,998182600,1350
