Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,96,95664100,1491
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,71,128689700,2052
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,69,52934500,846
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,74,95875600,1546
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,53,227009800,3321
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,58,60643000,844
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,67,348817000,4668
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,64,47071200,760
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,86,175052100,2538
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,57,77042600,1246
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,64,277488100,4098
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,67,87524800,1405
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,43,11974700,203
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,76,200239900,3126
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,66,52690300,896
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,43,30724300,562
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,79,222727900,3248
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,76,248930400,3293
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,108,128169500,2075
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,41,30233800,505
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,39,12841400,226
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,61,151510300,2043
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,94,50034000,784
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,63,72433600,1047
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,50,25699700,386
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,42,30347600,516
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,54,30528200,536
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,62,235463000,3326
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,60,245085400,3521
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,51,313193400,4583
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,54,94449200,1518
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,56,101559600,1288
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,56,48428600,858
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,40,20882200,341
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,40,14148700,265
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,65,48810200,762
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,80,169253500,2374
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,68,108047000,1655
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,73,120520200,1834
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,46,124322500,1848
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,40,13173700,215
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,50,37374100,572
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,53,58262900,929
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,54,50430800,762
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,43,19234500,361
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,47,24708600,414
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,31,8379300,160
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,114,456312500,6955
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,53,499868200,7009
