Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,15158800,244
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,19049500,306
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,10271400,156
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,11548200,185
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,21272300,306
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,15146300,219
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,24549600,339
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,14128000,226
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,2501200,42
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,62,22664100,369
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,15226600,212
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,1993200,31
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,7228600,128
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,13299600,216
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,6837900,118
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,16847100,284
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,64635000,868
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,28608600,418
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,42072700,634
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,15300800,249
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,9095300,164
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,85500800,1165
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,6867500,113
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,46767400,720
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,2548800,51
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,9194300,149
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,22656500,398
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,38525100,521
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,33516900,444
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,109466000,1320
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,7559700,124
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,20097300,312
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,,34084300,544
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,11193500,184
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,,7071100,128
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,20873900,353
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,13953700,205
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,11670900,207
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,14692600,236
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,27781700,395
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,66,22884300,380
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,,11557700,187
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,6638000,98
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,23268000,374
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,88,24263700,432
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,10332900,176
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,40,10928900,206
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,11386700,152
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,172908500,2521
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,,9009300,148
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,17658400,246
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,61822200,957
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,13002800,214
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,15271200,221
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,4533000,66
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,34418000,501
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,,27772200,455
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,,25524900,401
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,,10963900,166
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,70,22811900,372
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,17904600,303
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,,1477000,28
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,56051800,749
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,39186700,612
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,18379400,292
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,33657100,505
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,,19198300,289
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,7031000,114
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,186,78610100,1130
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,31187400,487
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,4180300,74
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,,20943300,334
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,,39934300,638
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,10821100,197
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,1326500,23
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,36,12122400,203
oGooooEGoIBBEAAIKoFCCJKLFoHJKLFoHDDL,27,1618,,7849400,138
BBBIJKFooIJKFAAIJLGoHCCLGoHDDDEEEooo,27,1346,76,26922400,427
IBBCCMIDDooMJoKAAMJoKLEEJFFLooGGHHHo,27,1119,,6809400,120
FoooJKFBBBJKAAHIJKGoHICCGDDDooEEoooo,27,821,,17119200,296
BBBCCLHoDDKLHoAAKoHoIJEEFFIJoMGGGJoM,27,618,,6657400,119
oBBBCCDDKEEMJoKAAMJFFFoMJGGLHHoooLII,27,143,30,5589200,107
GHBBBoGHoJCCGAAJoKooIDDKooIEEKooIFFo,26,22013,,96382700,1364
GoBBCCGoJooLAAJooLHIDDDLHIoKEEFFoKoo,26,15298,,37961800,640
BBBIoLoCCIJLAAHIJMGoHDDMGoEEKMFFooKo,26,12543,89,40543400,534
BBooKooCCCKoAAIJKoooIJDDHEEEoLHFFGGL,26,10636,,52532600,735
EBBBIJEoFGIJAAFGIooooHoooooHCCooDDDo,26,8822,,17453100,254
BBoooKCCDDDKAAIooLooIEELHooJFFHGGJoo,26,7528,,13688300,208
ooGBBoEFGoHoEFAAHJoCCoIJDDDoIJoooooo,26,6552,,32139000,458
ooIoooFHIooKFHIAAKBBBJoKGooJCCGDDEEo,26,5863,,11880400,209
BBBKoLCCCKoLAAJooMDDJooMIoEEFFIoGGHH,26,5129,65,27410800,392
oEBBJLoEooJLAAFHKMCCFHKMooGIoMooGIDD,26,4659,,24101900,379
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFFooo,26,4170,,8822400,152
GBBCCoGoHIDDAAHIoKoEEIJKoFFFJKoooooo,26,3674,,11133500,161
BBBJoKoCCJoKAAIooLHoIDDLHEEFFLGGGooo,26,3238,,25407800,390
BBBKoLCCCKoLAAJooLDDJoooIoEEFFIGGHHH,26,2926,,2207500,36
oFBBBJoFooIJAAooIKoGCCIKoGHoDDEEHooo,26,2548,74,29836400,469
GBBCCoGoHDDDAAHoJKoEEIJKFFFIJKoooooo,26,2237,,14281900,216
GIoBBBGIoKCCGAAKLMHDDDLMHoJEENooJFFN,26,1989,,23187800,357
HIBBBoHICCCMHIAALMDDJKLMooJKEEoFFGGo,26,1763,,25896500,409
HoBBCCHDDDoLAAJooLIoJEEMIFFFKMGGGoKo,26,1516,,5991500,98
BBCCCKDDDoJKAAooJLHEEoJLHoIFFFGGIooo,26,1348,,8581900,144
ooHooKBBHooKoGAAoKoGIJCCDDIJooEEFFFo,26,1106,,3443700,68
IJBBCCIJDDLoIJAALoEEoKLooooKFFGGHHoo,26,934,,15485200,264
BBoJCCGIoJoLGIoAALGDDoKMHoooKMHEEFFF,26,756,,16095000,280
HoJBBBHoJoLMIoAALMICCKDDEEEKoNFFFGGN,26,553,,12980600,222
GBBCCKGoIooKAAIJoLDDDJoLHoooooHEEFFF,26,422,30,8490300,163
BBBCCLDDEEELGAAJKMGoIJKMHoIoKoHoIoFF,26,316,42,12274500,221
BBCCooooJKDDAAJKoMooJoLMHIEELMHIFFGG,25,39413,,31188600,441
BBoKLoCCoKLMGIAALMGIJooNHoJDDNHEEFFo,25,23736,,79366100,1076
BBBoKLCCDDKLAAoJooHEEJooHoIFFFGGIooo,25,18402,,30040200,423
GHBBBKGHCCJKGAAoJLDDIoJLooIEEoFFoooo,25,14763,,168298000,2141
BBBCCoooIDDoAAIoJoEEEoJoHooFFoHooGGo,25,11972,,42097200,619
oBBoJooFGoJKoFGAAKCCCIoKooHIDDEEHooo,25,10609,,5883400,105
BBooooGHCCLMGHAALMoIDDLMoIJKEEFFJKoo,25,9332,,7702300,122
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDDEEo,25,8394,,44022300,671
BBHIKLFoHIKLFAAJoLFGoJoooGCCooDDEEEo,25,7449,,46623600,710
BBBoJKCCCoJKGHAAJLGHoooLGoIDDoEEIoFF,25,6902,,42205700,589
GBBJKoGooJKoAAIoKooHICCCoHDDEEFFoooo,25,6306,,2170700,37
oHoBBooHoCCLoHAAKLDDIJKLooIJEEoFFGGo,25,5833,,42119800,655
oBBoCCDDJooLooJAALEEJKoLIFFKGGIHHHoo,25,5329,,6555700,122
BBoJKLCCCJKLAAIooMooIooMHoDDEEHFFGGG,25,4790,,8583900,122
FooIBBFCCIKLAAGJKLDDGJoMooHooMooHEEM,25,4363,40,14904000,233
BBBCCooooKDDoAAKoooIJKEEoIJFFLGGHHoL,25,3952,,13888000,220
BBJLooHIJLCCHIAANoDDKMNoooKMEEoFFGGo,25,3691,,4796000,76
oBBJooooIJCCAAIoooHoIDDKHEEEoKFFGGGK,25,3310,,3336300,58
BBBIJKCCoIJKGAAoJLGoHooLGoHDDDEEFFoo,25,3025,,12689800,200
BBBoIKCCooIKoGAAJLoGHoJLooHDDLoEEFFo,25,2785,,43098000,664
