Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,20154700,307
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,77,83625400,1223
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,34389800,520
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,16686800,276
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,179671000,2527
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,78241400,1090
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,383613800,5240
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,33309300,532
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,380981600,5248
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,42,36477900,582
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,174342100,2319
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,61803700,975
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,20817200,362
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,15914400,253
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,20072100,338
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,45,35792800,614
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,174471400,2298
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,255,306979000,4237
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,41234700,606
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,26142200,411
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,32,20173300,342
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,297823400,3691
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,46,49112600,775
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,135,139941700,2056
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,43,38652300,587
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,27303300,442
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,,22374700,388
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,349608700,4537
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,210628700,2839
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,277075800,3787
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,122,127722100,1766
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,87,94319500,1474
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,74,65907000,1077
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,36,35836600,579
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,35,20289500,358
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,,20658600,341
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,134,174246900,2519
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,121,134200000,1953
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,74835100,1127
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,112926100,1575
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,32,25830300,423
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,59,59324700,882
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,80,73977800,1067
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,67862700,1042
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,37,26914100,472
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,26945200,435
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,30,13804500,263
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,446806200,6127
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,484889300,6873
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,35,38713700,583
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,94,106404900,1470
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,74262000,1124
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,136631200,2026
