Code,Optimal-Steps,Tree-size,Steps,Time
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,565543200
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,337325100
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,66461800
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,496197700
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,32669000
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,2157862700
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,5306852000
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,260347800
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,197227600
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,,20176300
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,3086002000
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,510643400
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,,18408700
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,321574100
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,332703200
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,481389800
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,3103113100
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,1134248600
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,221119400
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,259191400
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,42098300
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,173704500
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,320952900
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,,80376000
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,,1896771500
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,480352200
