Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,56,180209700,1113
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,58,268274400,2180
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,49,169686700,964
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,59,236429100,2156
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,49,332404600,2009
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,47,244691800,1862
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,46,901217000,4362
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,48,99512200,918
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,46,642755000,4000
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,43,191333700,1235
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,52,393771300,2433
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,39,174213400,1437
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,47,30742300,252
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,51,414006800,2973
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,42,139646400,1296
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,42,49886400,538
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,53,568626100,3763
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,46,590297600,4471
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,37,208825900,1896
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,36,63200500,620
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,37,21394000,133
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,51,802935700,4508
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,40,62460300,454
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,37,70514900,194
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,43,73051400,404
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,36,63305300,559
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,46,63292800,576
