Code,Optimal-Steps,Tree-size,Steps,Time,Expanded
GBBoLoGHIoLMGHIAAMCCCKoMooJKDDEEJFFo,51,4780,,54629800,838
GBBBooGCCCoKAAHIoKDDHIoKoooJEEoFFJoo,43,4918,,54824400,846
GoBBCCGDDDoKAAHIoKooHIEEoFFFJLooooJL,41,3275,,36026900,542
BBBJooHCCJoLHAAKoLDDIKoMooIEEMoFFGGo,39,5425,,19804200,325
HBBoCCHoJDDDAAJooLoIEEKLoIFFKMGGGoKM,38,6323,,60090500,839
GBBBKMGCCCKMAAHILoDDHILooooJEEoooJFF,37,5548,,42449800,598
BBooLMGoCCLMGAAKLoHIJKDDHIJEENFFFooN,36,16463,,227999500,3122
GBBBoKGCCCoKAAHIoLDDHIoLoooJEEoooJFF,36,2885,,19948900,324
BBBJCCDDDJoLAAIooLooIEELHoFFKoHGGGKo,35,12139,,13003600,201
oBBBCCooIooLAAIooLHDDEELHFFJKoGGGJKo,35,3261,50,29773800,472
HBBCCLHDDDoLAAIJoLooIJEEoFFFKoooGGKo,34,15379,,118445900,1542
BBBCCLooJDDLAAJoKMEEFFKMIooGGMIooHHo,34,3728,,47416000,743
oBBBCCooJDDLAAJKoLIEEKoMIoFFoMIGGHHM,34,1095,47,20798800,358
BBBCCKDDDIoKAAHIoLGoHEELGoFFJoooooJo,33,10265,,15274100,244
FBBBJoFoCCJoAAGHKoDDGHKooooIEEoooIoo,33,3768,,16355500,274
FooooJFBBBoJAAGHoKCCGHoKoooIDDoooIEE,33,1484,,13126700,223
HoBBCCHDDJoLAAIJoLooIEEMoFFFKMoGGGKo,32,31757,,76515700,1042
GoBBKLGCCCKLAAHIKLooHIoooooJDDoEEJFF,32,6956,,42534600,615
BBBCCLDDEEELAAJooMIoJFFMIGGoKoHHooKo,32,4260,,81679600,1160
oooGooooFGBBAAFHIKCCoHIKEDDDJoEoooJo,32,2042,,19096100,308
HIBBCCHIooLoHIAALoDDJKLoooJKEEoFFGGo,32,686,,8608700,155
ooIBBBCCIJKoHAAJKoHooJDDEEFFoLGGGooL,31,15523,,66916600,911
GoIBBBGoIJoKGAAJoKCCDDoKoHEEoooHFFoo,31,7995,,64077600,1064
GBBBKoGoCCKoAAIJKoHoIJDDHEEJoLFFFooL,31,5244,91,63918500,946
BBIoooGoICCCGAAJoKDDoJoKHooJEEHFFFoo,31,3149,69,36944700,574
oooGooooFGBBAAFGHJCCooHJEDDDIJEoooIo,31,1981,,24240000,388
BBBKCCIooKDDIoAAoLIEEEoLooJFFMGGJHHM,31,1005,57,29080600,501
BBBoKooCCoKoAAHJoooGHJDDoGIEELFFIooL,30,24438,,187122600,2516
ooIBBoGHICCLGHAAJLoDDoJMEEEoKMFFooKo,30,11292,,36139500,490
BBooKoGCCCKoGAAoKLHIJDDLHIJEEMFFFooM,30,7114,,202369200,2794
EoooIKEBBBIKAAFGJLooFGJLoooHCCoooHDD,30,4985,,14323800,221
GoJBBBGoJCCCHAAKoLHIoKoLHIDDoMEEFFoM,30,3537,,68344900,1047
BBHCCoDDHoJoGAAoJoGEEEJoGooIoooooIFF,30,2481,120,65327700,1072
FBBHIKFoGHIKAAGHJLoCCCJLDDDoJLEEoooo,30,1563,,18887400,292
BBBooIoEFooIoEFAAIooGHCCooGHooooGDDo,30,607,41,18243500,325
GBBJooGHoJCCGHIAALDDIoKLEEEoKMFFFooM,29,24132,118,82605300,1243
EoHBBBEoHIoKFAAIJKFooIJLoGCCJLoGDDoo,29,13525,,361883800,4752
HIBBCCHIJooMAAJoLMDDEELMoooKFFGGoKoo,29,9673,,12754200,226
GBBICCGDDIooAAHIooooHEEJooHooJFFoooJ,29,7253,,52804000,788
BBGHoJFoGHoJFAAHooFoCCCoDDDoIoEEEoIo,29,5137,,55754300,787
BBBIJoGooIJoGAAIooooHCCoDDHoKoEEFFKo,29,3920,34,17138900,292
oooJBBoHIJoLoHIAALCCDDKMGEEEKMGFFFKo,29,3145,77,45167800,704
BBBCCLDDIEELAAIJoMHFFJKMHGGJKooooooo,29,2530,,37517400,563
FoIoooFoIBBBGAAJoLGHoJKLGHCCKMDDEEoM,29,1950,,53496900,859
BBGCCoFoGoIoFAAoIoFDDDIooooHoooooHEE,29,1410,54,24579900,445
FoIoooFoIBBBGAAJooGHoJKLGHCCKLDDDEEL,29,795,,26030600,437
IoJKBBIoJKLMIoAALMCCCDDMEEEFFoGGHHHo,29,283,31,12563100,235
BBBCCKoDDooKAAHooLGoHEELGFFIJooooIJo,28,21246,,214078600,3019
oKBBCCoKoMDDIAAMoNIoLEENJoLFFNJGGHHo,28,13413,,189439500,2770
oIBBCCoIDDLMAAJoLMHoJKoNHEEKoNFFoKGG,28,9653,43,29414300,449
HBBJCCHoIJDDAAIJKooEEoKLoFFFKLGGGooo,28,7168,,115963700,1635
BBBKMooCCKMoAAJLooIoJLDDIEEFFoGGHHoo,28,5985,,52894000,828
GBBBKoGCCCKoAAIoKoHoIJDDHEEJoLFFFooL,28,4829,,91274100,1373
BBBoIoCCCoIoAAHoIJoGHDDJoGEEoKFFFooK,28,3919,,113100300,1656
HBBCCCHoIJDDAAIJoLoEEJKLoFFFKLGGoooo,28,3513,,44812100,623
oIBBCCoIDDLoAAooLMEEFFLMooJKGGHHJKoo,28,2985,,37653600,558
GHBBBKGHCCoKGHAAoKDDIJooooIJEEooIFFF,28,2509,130,85483100,1317
BBBCCoDDEEEoAAJKooooJKFFIoGGLoIHHHLo,28,1954,88,51852500,797
GBBCCoGoHIDDAAHIoLoEEJKLFFFJKLoooooo,28,1493,94,47014000,707
FooIBBFGoIKoFGAAKLCCCJKLooHJooDDHEEo,28,1088,,15783900,255
BBBooKGoCCoKGoAAoKHoIJDDHoIJooHEEFFF,28,721,,9815000,167
ooHBBBooHCCoAAIJooGoIJDDGEEJoKGFFFoK,28,202,29,8923100,167
BBoJCCDDDJoLoHAAKLoHEEKLooIFFoGGIooo,27,24871,,79691700,1142
BBIoooGHIoKoGHAAKLGCCCKLoooJDDEEoJFF,27,14551,,32011200,505
GIoKBBGIJKooHIJAAMHooCCMDDDoLNEEFFLN,27,11675,,51346300,815
BBBoKooCCoKoAAHooooGHDDooGIJEEFFIJoo,27,9769,,123131200,1798
BBBooLGoCCKLGAAJKoHDDJKoHoIEEEFFIooo,27,7858,,103868300,1519
FoooIJFBBBIJAAGHoKooGHoKoooHCCooDDEE,27,6631,,72182900,1037
ooooIKBBBoIKFAAoJoFGCCJooGHDDoooHEEo,27,5556,,54082800,747
BBJKoNGoJKMNGAALMNHooLCCHIDDooHIEEFF,27,4934,,109464900,1719
HBBCCoHDDJooAAIJooooIKEEFFFKLooGGGLo,27,4314,,17285100,283
BBoKCCGooKDDGAAKoLHIJEELHIJooMFFFooM,27,3720,68,42925200,675
IBBKLoIoJKLMAAJooMCCCDDMEEEFFoooGGHH,27,3120,109,74545100,1209
BBBJoKoooJoKAAIooKHoICCCHDDoEEoFFGGG,27,2683,,16111600,281
oooIBBoGHIoKoGHAAKCCDDJoFoooJLFEEEJL,27,2214,,10210300,170
BBCCCMIDDKLMIAAKLNEEJFFNooJGGGHHHooo,27,1858,31,17127300,286
